customer_id,bill_date,payment_date,amount,category,days_past_due
CUSR-103754,2026-01-20,2026-01-20,2700,Electricity,0
CUSR-103754,2025-12-21,2025-12-21,2722,Electricity,0
CUSR-103754,2025-11-21,2025-11-23,1486,Electricity,2
CUSR-103755,2026-01-20,2026-01-22,2683,Electricity,2
CUSR-103755,2025-12-21,2025-12-23,2484,Electricity,2
CUSR-103755,2025-11-21,2025-11-25,2735,Electricity,4
CUSR-103756,2026-01-20,2026-01-24,2344,Electricity,4
CUSR-103756,2025-12-21,2025-12-24,1177,Electricity,3
CUSR-103756,2025-11-21,2025-11-25,2711,Electricity,4
CUSR-103757,2026-01-20,2026-01-21,1066,Electricity,1
CUSR-103757,2025-12-21,2025-12-22,1555,Electricity,1
CUSR-103757,2025-11-21,2025-11-25,1566,Electricity,4
CUSR-103758,2026-01-20,2026-01-21,1034,Electricity,1
CUSR-103758,2025-12-21,2025-12-24,1085,Electricity,3
CUSR-103758,2025-11-21,2025-11-22,1714,Electricity,1
CUSR-103759,2026-01-20,2026-02-05,1740,Electricity,16
CUSR-103759,2025-12-21,2026-01-09,2035,Electricity,19
CUSR-103759,2025-11-21,2025-11-30,1726,Electricity,9
CUSR-103760,2026-01-20,2026-01-22,1806,Electricity,2
CUSR-103760,2025-12-21,2025-12-23,1984,Electricity,2
CUSR-103760,2025-11-21,2025-11-23,1740,Electricity,2
CUSR-103761,2026-01-20,2026-01-24,2733,Electricity,4
CUSR-103761,2025-12-21,2025-12-25,2019,Electricity,4
CUSR-103761,2025-11-21,2025-11-24,2412,Electricity,3
CUSR-103762,2026-01-20,2026-01-22,2279,Electricity,2
CUSR-103762,2025-12-21,2025-12-22,2194,Electricity,1
CUSR-103762,2025-11-21,2025-11-22,1521,Electricity,1
CUSR-103763,2026-01-20,2026-01-23,1262,Electricity,3
CUSR-103763,2025-12-21,2025-12-22,2677,Electricity,1
CUSR-103763,2025-11-21,2025-11-22,889,Electricity,1
CUSR-103764,2026-01-20,2026-01-23,2506,Electricity,3
CUSR-103764,2025-12-21,2025-12-25,1634,Electricity,4
CUSR-103764,2025-11-21,2025-11-23,1108,Electricity,2
CUSR-103765,2026-01-20,2026-01-23,1872,Electricity,3
CUSR-103765,2025-12-21,2025-12-25,1839,Electricity,4
CUSR-103765,2025-11-21,2025-11-25,2915,Electricity,4
CUSR-103766,2026-01-20,2026-01-22,2210,Electricity,2
CUSR-103766,2025-12-21,2025-12-21,2447,Electricity,0
CUSR-103766,2025-11-21,2025-11-21,2079,Electricity,0
CUSR-103767,2026-01-20,2026-01-24,1617,Electricity,4
CUSR-103767,2025-12-21,2025-12-22,2661,Electricity,1
CUSR-103767,2025-11-21,2025-11-25,2655,Electricity,4
CUSR-103768,2026-01-20,2026-01-20,2520,Electricity,0
CUSR-103768,2025-12-21,2025-12-24,2091,Electricity,3
CUSR-103768,2025-11-21,2025-11-22,1303,Electricity,1
CUSR-103769,2026-01-20,2026-02-01,2577,Electricity,12
CUSR-103769,2025-12-21,2026-01-03,2182,Electricity,13
CUSR-103769,2025-11-21,2025-12-08,1837,Electricity,17
CUSR-103770,2026-01-20,2026-01-20,1013,Electricity,0
CUSR-103770,2025-12-21,2025-12-21,1935,Electricity,0
CUSR-103770,2025-11-21,2025-11-21,1665,Electricity,0
CUSR-103771,2026-01-20,2026-01-24,2652,Electricity,4
CUSR-103771,2025-12-21,2025-12-25,1889,Electricity,4
CUSR-103771,2025-11-21,2025-11-25,2771,Electricity,4
CUSR-103772,2026-01-20,2026-01-24,1848,Electricity,4
CUSR-103772,2025-12-21,2025-12-23,2044,Electricity,2
CUSR-103772,2025-11-21,2025-11-23,2478,Electricity,2
CUSR-103773,2026-01-20,2026-01-24,2067,Electricity,4
CUSR-103773,2025-12-21,2025-12-25,2928,Electricity,4
CUSR-103773,2025-11-21,2025-11-24,2146,Electricity,3
CUSR-103774,2026-01-20,2026-02-03,2611,Electricity,14
CUSR-103774,2025-12-21,2026-01-06,1647,Electricity,16
CUSR-103774,2025-11-21,2025-12-07,1183,Electricity,16
CUSR-103775,2026-01-20,2026-01-21,2644,Electricity,1
CUSR-103775,2025-12-21,2025-12-22,843,Electricity,1
CUSR-103775,2025-11-21,2025-11-23,2373,Electricity,2
CUSR-103776,2026-01-20,2026-01-24,1104,Electricity,4
CUSR-103776,2025-12-21,2025-12-22,1495,Electricity,1
CUSR-103776,2025-11-21,2025-11-22,1240,Electricity,1
CUSR-103777,2026-01-20,2026-01-23,2905,Electricity,3
CUSR-103777,2025-12-21,2025-12-22,2829,Electricity,1
CUSR-103777,2025-11-21,2025-11-23,2014,Electricity,2
CUSR-103778,2026-01-20,2026-02-06,2593,Electricity,17
CUSR-103778,2025-12-21,2025-12-27,1987,Electricity,6
CUSR-103778,2025-11-21,2025-12-06,2408,Electricity,15
CUSR-103779,2026-01-20,2026-01-24,965,Electricity,4
CUSR-103779,2025-12-21,2025-12-21,805,Electricity,0
CUSR-103779,2025-11-21,2025-11-22,1449,Electricity,1
CUSR-103780,2026-01-20,2026-01-22,2047,Electricity,2
CUSR-103780,2025-12-21,2025-12-21,1806,Electricity,0
CUSR-103780,2025-11-21,2025-11-24,2005,Electricity,3
CUSR-103781,2026-01-20,2026-01-24,1015,Electricity,4
CUSR-103781,2025-12-21,2025-12-23,1751,Electricity,2
CUSR-103781,2025-11-21,2025-11-25,2103,Electricity,4
CUSR-103782,2026-01-20,2026-01-23,1770,Electricity,3
CUSR-103782,2025-12-21,2025-12-21,2542,Electricity,0
CUSR-103782,2025-11-21,2025-11-23,1547,Electricity,2
CUSR-103783,2026-01-20,2026-01-21,2027,Electricity,1
CUSR-103783,2025-12-21,2025-12-21,2593,Electricity,0
CUSR-103783,2025-11-21,2025-11-23,1824,Electricity,2
CUSR-103784,2026-01-20,2026-01-22,2065,Electricity,2
CUSR-103784,2025-12-21,2025-12-21,2920,Electricity,0
CUSR-103784,2025-11-21,2025-11-23,2014,Electricity,2
CUSR-103785,2026-01-20,2026-01-22,999,Electricity,2
CUSR-103785,2025-12-21,2025-12-21,956,Electricity,0
CUSR-103785,2025-11-21,2025-11-25,2455,Electricity,4
CUSR-103786,2026-01-20,2026-01-23,2698,Electricity,3
CUSR-103786,2025-12-21,2025-12-23,1695,Electricity,2
CUSR-103786,2025-11-21,2025-11-24,960,Electricity,3
CUSR-103787,2026-01-20,2026-01-23,1624,Electricity,3
CUSR-103787,2025-12-21,2025-12-21,1854,Electricity,0
CUSR-103787,2025-11-21,2025-11-22,1385,Electricity,1
CUSR-103788,2026-01-20,2026-01-24,2663,Electricity,4
CUSR-103788,2025-12-21,2025-12-21,2179,Electricity,0
CUSR-103788,2025-11-21,2025-11-22,2233,Electricity,1
CUSR-103789,2026-01-20,2026-01-22,1509,Electricity,2
CUSR-103789,2025-12-21,2025-12-23,967,Electricity,2
CUSR-103789,2025-11-21,2025-11-23,1043,Electricity,2
CUSR-103790,2026-01-20,2026-01-26,932,Electricity,6
CUSR-103790,2025-12-21,2026-01-09,1165,Electricity,19
CUSR-103790,2025-11-21,2025-12-02,1833,Electricity,11
CUSR-103791,2026-01-20,2026-01-21,2747,Electricity,1
CUSR-103791,2025-12-21,2025-12-22,2648,Electricity,1
CUSR-103791,2025-11-21,2025-11-24,2875,Electricity,3
CUSR-103792,2026-01-20,2026-01-22,2050,Electricity,2
CUSR-103792,2025-12-21,2025-12-25,2993,Electricity,4
CUSR-103792,2025-11-21,2025-11-23,2369,Electricity,2
CUSR-103793,2026-01-20,2026-02-07,2705,Electricity,18
CUSR-103793,2025-12-21,2026-01-07,893,Electricity,17
CUSR-103793,2025-11-21,2025-12-04,2162,Electricity,13
CUSR-103794,2026-01-20,2026-01-21,2767,Electricity,1
CUSR-103794,2025-12-21,2025-12-25,1935,Electricity,4
CUSR-103794,2025-11-21,2025-11-23,2346,Electricity,2
CUSR-103795,2026-01-20,2026-01-20,1236,Electricity,0
CUSR-103795,2025-12-21,2025-12-21,2959,Electricity,0
CUSR-103795,2025-11-21,2025-11-21,1118,Electricity,0
CUSR-103796,2026-01-20,2026-01-23,1721,Electricity,3
CUSR-103796,2025-12-21,2025-12-22,2552,Electricity,1
CUSR-103796,2025-11-21,2025-11-21,1702,Electricity,0
CUSR-103797,2026-01-20,2026-01-20,1495,Electricity,0
CUSR-103797,2025-12-21,2025-12-23,1608,Electricity,2
CUSR-103797,2025-11-21,2025-11-22,2059,Electricity,1
CUSR-103798,2026-01-20,2026-01-20,1208,Electricity,0
CUSR-103798,2025-12-21,2025-12-24,2527,Electricity,3
CUSR-103798,2025-11-21,2025-11-22,1299,Electricity,1
CUSR-103799,2026-01-20,2026-01-24,1665,Electricity,4
CUSR-103799,2025-12-21,2025-12-24,1048,Electricity,3
CUSR-103799,2025-11-21,2025-11-23,2211,Electricity,2
CUSR-103800,2026-01-20,2026-01-22,2277,Electricity,2
CUSR-103800,2025-12-21,2025-12-23,2630,Electricity,2
CUSR-103800,2025-11-21,2025-11-21,1015,Electricity,0
CUSR-103801,2026-01-20,2026-01-21,1719,Electricity,1
CUSR-103801,2025-12-21,2025-12-23,1977,Electricity,2
CUSR-103801,2025-11-21,2025-11-22,1984,Electricity,1
CUSR-103802,2026-01-20,2026-01-20,1021,Electricity,0
CUSR-103802,2025-12-21,2025-12-22,1197,Electricity,1
CUSR-103802,2025-11-21,2025-11-23,2234,Electricity,2
CUSR-103803,2026-01-20,2026-01-21,1073,Electricity,1
CUSR-103803,2025-12-21,2025-12-21,1103,Electricity,0
CUSR-103803,2025-11-21,2025-11-25,1207,Electricity,4
CUSR-103804,2026-01-20,2026-01-23,2948,Electricity,3
CUSR-103804,2025-12-21,2025-12-22,1651,Electricity,1
CUSR-103804,2025-11-21,2025-11-22,2404,Electricity,1
CUSR-103805,2026-01-20,2026-01-25,1017,Electricity,5
CUSR-103805,2025-12-21,2025-12-28,1423,Electricity,7
CUSR-103805,2025-11-21,2025-11-27,824,Electricity,6
CUSR-103806,2026-01-20,2026-01-24,1421,Electricity,4
CUSR-103806,2025-12-21,2025-12-23,2389,Electricity,2
CUSR-103806,2025-11-21,2025-11-24,1899,Electricity,3
CUSR-103807,2026-01-20,2026-01-21,1653,Electricity,1
CUSR-103807,2025-12-21,2025-12-22,2451,Electricity,1
CUSR-103807,2025-11-21,2025-11-23,1137,Electricity,2
CUSR-103808,2026-01-20,2026-01-24,2331,Electricity,4
CUSR-103808,2025-12-21,2025-12-22,2366,Electricity,1
CUSR-103808,2025-11-21,2025-11-21,2227,Electricity,0
CUSR-103809,2026-01-20,2026-01-24,2572,Electricity,4
CUSR-103809,2025-12-21,2025-12-21,1724,Electricity,0
CUSR-103809,2025-11-21,2025-11-21,2990,Electricity,0
CUSR-103810,2026-01-20,2026-01-22,2360,Electricity,2
CUSR-103810,2025-12-21,2025-12-23,2329,Electricity,2
CUSR-103810,2025-11-21,2025-11-24,2665,Electricity,3
CUSR-103811,2026-01-20,2026-01-28,1198,Electricity,8
CUSR-103811,2025-12-21,2025-12-30,2123,Electricity,9
CUSR-103811,2025-11-21,2025-12-10,2656,Electricity,19
CUSR-103812,2026-01-20,2026-01-27,1735,Electricity,7
CUSR-103812,2025-12-21,2025-12-30,2719,Electricity,9
CUSR-103812,2025-11-21,2025-12-03,2839,Electricity,12
CUSR-103813,2026-01-20,2026-01-22,1291,Electricity,2
CUSR-103813,2025-12-21,2025-12-22,1409,Electricity,1
CUSR-103813,2025-11-21,2025-11-25,2865,Electricity,4
CUSR-103814,2026-01-20,2026-01-22,1421,Electricity,2
CUSR-103814,2025-12-21,2025-12-22,1565,Electricity,1
CUSR-103814,2025-11-21,2025-11-22,2364,Electricity,1
CUSR-103815,2026-01-20,2026-01-22,1673,Electricity,2
CUSR-103815,2025-12-21,2025-12-23,1004,Electricity,2
CUSR-103815,2025-11-21,2025-11-25,2880,Electricity,4
CUSR-103816,2026-01-20,2026-01-20,1801,Electricity,0
CUSR-103816,2025-12-21,2025-12-25,2396,Electricity,4
CUSR-103816,2025-11-21,2025-11-23,898,Electricity,2
CUSR-103817,2026-01-20,2026-01-21,2146,Electricity,1
CUSR-103817,2025-12-21,2025-12-23,2577,Electricity,2
CUSR-103817,2025-11-21,2025-11-21,2180,Electricity,0
CUSR-103818,2026-01-20,2026-02-08,1044,Electricity,19
CUSR-103818,2025-12-21,2026-01-04,1236,Electricity,14
CUSR-103818,2025-11-21,2025-11-26,1696,Electricity,5
CUSR-103819,2026-01-20,2026-02-02,1683,Electricity,13
CUSR-103819,2025-12-21,2026-01-03,1418,Electricity,13
CUSR-103819,2025-11-21,2025-12-09,1112,Electricity,18
CUSR-103820,2026-01-20,2026-01-27,1340,Electricity,7
CUSR-103820,2025-12-21,2026-01-03,2138,Electricity,13
CUSR-103820,2025-11-21,2025-12-09,2232,Electricity,18
CUSR-103821,2026-01-20,2026-01-24,2908,Electricity,4
CUSR-103821,2025-12-21,2025-12-24,2628,Electricity,3
CUSR-103821,2025-11-21,2025-11-23,2741,Electricity,2
CUSR-103822,2026-01-20,2026-01-29,1970,Electricity,9
CUSR-103822,2025-12-21,2026-01-09,1034,Electricity,19
CUSR-103822,2025-11-21,2025-12-03,1377,Electricity,12
CUSR-103823,2026-01-20,2026-01-22,1381,Electricity,2
CUSR-103823,2025-12-21,2025-12-25,1738,Electricity,4
CUSR-103823,2025-11-21,2025-11-25,1217,Electricity,4
CUSR-103824,2026-01-20,2026-01-21,1760,Electricity,1
CUSR-103824,2025-12-21,2025-12-22,1076,Electricity,1
CUSR-103824,2025-11-21,2025-11-23,2523,Electricity,2
CUSR-103825,2026-01-20,2026-01-23,2506,Electricity,3
CUSR-103825,2025-12-21,2025-12-24,1216,Electricity,3
CUSR-103825,2025-11-21,2025-11-22,2726,Electricity,1
CUSR-103826,2026-01-20,2026-01-24,1596,Electricity,4
CUSR-103826,2025-12-21,2025-12-25,1302,Electricity,4
CUSR-103826,2025-11-21,2025-11-22,826,Electricity,1
CUSR-103827,2026-01-20,2026-01-22,2286,Electricity,2
CUSR-103827,2025-12-21,2025-12-24,1560,Electricity,3
CUSR-103827,2025-11-21,2025-11-23,1302,Electricity,2
CUSR-103828,2026-01-20,2026-01-21,1284,Electricity,1
CUSR-103828,2025-12-21,2025-12-21,1362,Electricity,0
CUSR-103828,2025-11-21,2025-11-22,1039,Electricity,1
CUSR-103829,2026-01-20,2026-01-22,1226,Electricity,2
CUSR-103829,2025-12-21,2025-12-21,2807,Electricity,0
CUSR-103829,2025-11-21,2025-11-25,1434,Electricity,4
CUSR-103830,2026-01-20,2026-01-21,2515,Electricity,1
CUSR-103830,2025-12-21,2025-12-21,1118,Electricity,0
CUSR-103830,2025-11-21,2025-11-23,1653,Electricity,2
CUSR-103831,2026-01-20,2026-01-31,2605,Electricity,11
CUSR-103831,2025-12-21,2026-01-02,1569,Electricity,12
CUSR-103831,2025-11-21,2025-11-30,2575,Electricity,9
CUSR-103832,2026-01-20,2026-01-21,2521,Electricity,1
CUSR-103832,2025-12-21,2025-12-22,851,Electricity,1
CUSR-103832,2025-11-21,2025-11-21,1277,Electricity,0
CUSR-103833,2026-01-20,2026-01-20,1326,Electricity,0
CUSR-103833,2025-12-21,2025-12-23,1889,Electricity,2
CUSR-103833,2025-11-21,2025-11-22,2533,Electricity,1
CUSR-103834,2026-01-20,2026-01-24,1273,Electricity,4
CUSR-103834,2025-12-21,2025-12-22,1230,Electricity,1
CUSR-103834,2025-11-21,2025-11-23,874,Electricity,2
CUSR-103835,2026-01-20,2026-01-23,1660,Electricity,3
CUSR-103835,2025-12-21,2025-12-22,2128,Electricity,1
CUSR-103835,2025-11-21,2025-11-24,813,Electricity,3
CUSR-103836,2026-01-20,2026-01-23,920,Electricity,3
CUSR-103836,2025-12-21,2025-12-24,1591,Electricity,3
CUSR-103836,2025-11-21,2025-11-23,2276,Electricity,2
CUSR-103837,2026-01-20,2026-01-22,1817,Electricity,2
CUSR-103837,2025-12-21,2025-12-23,2706,Electricity,2
CUSR-103837,2025-11-21,2025-11-21,1761,Electricity,0
CUSR-103838,2026-01-20,2026-01-21,1066,Electricity,1
CUSR-103838,2025-12-21,2025-12-22,2112,Electricity,1
CUSR-103838,2025-11-21,2025-11-22,1741,Electricity,1
CUSR-103839,2026-01-20,2026-01-28,1643,Electricity,8
CUSR-103839,2025-12-21,2026-01-01,1407,Electricity,11
CUSR-103839,2025-11-21,2025-12-04,1413,Electricity,13
CUSR-103840,2026-01-20,2026-01-20,1161,Electricity,0
CUSR-103840,2025-12-21,2025-12-25,2199,Electricity,4
CUSR-103840,2025-11-21,2025-11-24,1408,Electricity,3
CUSR-103841,2026-01-20,2026-01-24,2791,Electricity,4
CUSR-103841,2025-12-21,2025-12-25,2086,Electricity,4
CUSR-103841,2025-11-21,2025-11-22,1000,Electricity,1
CUSR-103842,2026-01-20,2026-01-23,2033,Electricity,3
CUSR-103842,2025-12-21,2025-12-21,1466,Electricity,0
CUSR-103842,2025-11-21,2025-11-21,2250,Electricity,0
CUSR-103843,2026-01-20,2026-02-04,1602,Electricity,15
CUSR-103843,2025-12-21,2026-01-06,977,Electricity,16
CUSR-103843,2025-11-21,2025-11-29,2046,Electricity,8
CUSR-103844,2026-01-20,2026-01-23,2541,Electricity,3
CUSR-103844,2025-12-21,2025-12-21,1730,Electricity,0
CUSR-103844,2025-11-21,2025-11-21,2215,Electricity,0
CUSR-103845,2026-01-20,2026-01-22,2070,Electricity,2
CUSR-103845,2025-12-21,2025-12-24,1643,Electricity,3
CUSR-103845,2025-11-21,2025-11-21,1002,Electricity,0
CUSR-103846,2026-01-20,2026-01-22,2448,Electricity,2
CUSR-103846,2025-12-21,2025-12-22,1153,Electricity,1
CUSR-103846,2025-11-21,2025-11-22,2340,Electricity,1
CUSR-103847,2026-01-20,2026-01-26,2039,Electricity,6
CUSR-103847,2025-12-21,2026-01-01,955,Electricity,11
CUSR-103847,2025-11-21,2025-12-03,2019,Electricity,12
CUSR-103848,2026-01-20,2026-01-21,1980,Electricity,1
CUSR-103848,2025-12-21,2025-12-24,1279,Electricity,3
CUSR-103848,2025-11-21,2025-11-22,2671,Electricity,1
CUSR-103849,2026-01-20,2026-01-20,1021,Electricity,0
CUSR-103849,2025-12-21,2025-12-24,2105,Electricity,3
CUSR-103849,2025-11-21,2025-11-22,1954,Electricity,1
CUSR-103850,2026-01-20,2026-01-23,1746,Electricity,3
CUSR-103850,2025-12-21,2025-12-25,2156,Electricity,4
CUSR-103850,2025-11-21,2025-11-24,2746,Electricity,3
CUSR-103851,2026-01-20,2026-01-24,1678,Electricity,4
CUSR-103851,2025-12-21,2025-12-22,1878,Electricity,1
CUSR-103851,2025-11-21,2025-11-21,1857,Electricity,0
CUSR-103852,2026-01-20,2026-01-30,1565,Electricity,10
CUSR-103852,2025-12-21,2025-12-30,2762,Electricity,9
CUSR-103852,2025-11-21,2025-12-10,1444,Electricity,19
CUSR-103853,2026-01-20,2026-01-22,1282,Electricity,2
CUSR-103853,2025-12-21,2025-12-24,2803,Electricity,3
CUSR-103853,2025-11-21,2025-11-23,2723,Electricity,2
CUSR-103854,2026-01-20,2026-01-21,1268,Electricity,1
CUSR-103854,2025-12-21,2025-12-24,2445,Electricity,3
CUSR-103854,2025-11-21,2025-11-22,2760,Electricity,1
CUSR-103855,2026-01-20,2026-02-05,1771,Electricity,16
CUSR-103855,2025-12-21,2025-12-29,1536,Electricity,8
CUSR-103855,2025-11-21,2025-11-28,1379,Electricity,7
CUSR-103856,2026-01-20,2026-02-01,2782,Electricity,12
CUSR-103856,2025-12-21,2026-01-01,1887,Electricity,11
CUSR-103856,2025-11-21,2025-12-10,2043,Electricity,19
CUSR-103857,2026-01-20,2026-01-22,863,Electricity,2
CUSR-103857,2025-12-21,2025-12-23,1739,Electricity,2
CUSR-103857,2025-11-21,2025-11-21,1278,Electricity,0
CUSR-103858,2026-01-20,2026-01-21,2992,Electricity,1
CUSR-103858,2025-12-21,2025-12-22,1425,Electricity,1
CUSR-103858,2025-11-21,2025-11-21,1475,Electricity,0
CUSR-103859,2026-01-20,2026-01-20,1296,Electricity,0
CUSR-103859,2025-12-21,2025-12-24,1856,Electricity,3
CUSR-103859,2025-11-21,2025-11-25,1066,Electricity,4
CUSR-103860,2026-01-20,2026-01-22,1783,Electricity,2
CUSR-103860,2025-12-21,2025-12-23,1159,Electricity,2
CUSR-103860,2025-11-21,2025-11-24,1957,Electricity,3
CUSR-103861,2026-01-20,2026-01-24,1880,Electricity,4
CUSR-103861,2025-12-21,2025-12-25,879,Electricity,4
CUSR-103861,2025-11-21,2025-11-24,2723,Electricity,3
CUSR-103862,2026-01-20,2026-01-22,1229,Electricity,2
CUSR-103862,2025-12-21,2025-12-25,2912,Electricity,4
CUSR-103862,2025-11-21,2025-11-22,1274,Electricity,1
CUSR-103863,2026-01-20,2026-01-23,2020,Electricity,3
CUSR-103863,2025-12-21,2025-12-21,2190,Electricity,0
CUSR-103863,2025-11-21,2025-11-21,2075,Electricity,0
CUSR-103864,2026-01-20,2026-01-21,2383,Electricity,1
CUSR-103864,2025-12-21,2025-12-22,2720,Electricity,1
CUSR-103864,2025-11-21,2025-11-22,2457,Electricity,1
CUSR-103865,2026-01-20,2026-01-24,1688,Electricity,4
CUSR-103865,2025-12-21,2025-12-25,1985,Electricity,4
CUSR-103865,2025-11-21,2025-11-21,1581,Electricity,0
CUSR-103866,2026-01-20,2026-01-24,1516,Electricity,4
CUSR-103866,2025-12-21,2025-12-24,1987,Electricity,3
CUSR-103866,2025-11-21,2025-11-24,1029,Electricity,3
CUSR-103867,2026-01-20,2026-01-23,1812,Electricity,3
CUSR-103867,2025-12-21,2025-12-24,950,Electricity,3
CUSR-103867,2025-11-21,2025-11-24,2783,Electricity,3
CUSR-103868,2026-01-20,2026-01-24,1746,Electricity,4
CUSR-103868,2025-12-21,2025-12-23,1972,Electricity,2
CUSR-103868,2025-11-21,2025-11-21,1961,Electricity,0
CUSR-103869,2026-01-20,2026-01-20,2635,Electricity,0
CUSR-103869,2025-12-21,2025-12-21,1435,Electricity,0
CUSR-103869,2025-11-21,2025-11-25,1908,Electricity,4
CUSR-103870,2026-01-20,2026-02-03,1005,Electricity,14
CUSR-103870,2025-12-21,2026-01-09,2242,Electricity,19
CUSR-103870,2025-11-21,2025-12-09,1878,Electricity,18
CUSR-103871,2026-01-20,2026-01-24,1684,Electricity,4
CUSR-103871,2025-12-21,2025-12-24,2373,Electricity,3
CUSR-103871,2025-11-21,2025-11-22,880,Electricity,1
CUSR-103872,2026-01-20,2026-01-21,2366,Electricity,1
CUSR-103872,2025-12-21,2025-12-24,966,Electricity,3
CUSR-103872,2025-11-21,2025-11-23,2888,Electricity,2
CUSR-103873,2026-01-20,2026-01-20,1727,Electricity,0
CUSR-103873,2025-12-21,2025-12-21,2231,Electricity,0
CUSR-103873,2025-11-21,2025-11-23,2390,Electricity,2
CUSR-103874,2026-01-20,2026-01-23,1827,Electricity,3
CUSR-103874,2025-12-21,2025-12-22,1513,Electricity,1
CUSR-103874,2025-11-21,2025-11-22,2518,Electricity,1
CUSR-103875,2026-01-20,2026-01-28,1916,Electricity,8
CUSR-103875,2025-12-21,2026-01-07,2772,Electricity,17
CUSR-103875,2025-11-21,2025-11-28,2976,Electricity,7
CUSR-103876,2026-01-20,2026-01-23,1598,Electricity,3
CUSR-103876,2025-12-21,2025-12-22,1622,Electricity,1
CUSR-103876,2025-11-21,2025-11-25,1275,Electricity,4
CUSR-103877,2026-01-20,2026-01-24,1763,Electricity,4
CUSR-103877,2025-12-21,2025-12-23,2240,Electricity,2
CUSR-103877,2025-11-21,2025-11-21,976,Electricity,0
CUSR-103878,2026-01-20,2026-01-31,1107,Electricity,11
CUSR-103878,2025-12-21,2026-01-05,2490,Electricity,15
CUSR-103878,2025-11-21,2025-12-06,1443,Electricity,15
CUSR-103879,2026-01-20,2026-01-20,1824,Electricity,0
CUSR-103879,2025-12-21,2025-12-23,1224,Electricity,2
CUSR-103879,2025-11-21,2025-11-23,1677,Electricity,2
CUSR-103880,2026-01-20,2026-01-23,872,Electricity,3
CUSR-103880,2025-12-21,2025-12-21,2011,Electricity,0
CUSR-103880,2025-11-21,2025-11-24,1439,Electricity,3
CUSR-103881,2026-01-20,2026-02-06,1111,Electricity,17
CUSR-103881,2025-12-21,2026-01-03,976,Electricity,13
CUSR-103881,2025-11-21,2025-12-04,1647,Electricity,13
CUSR-103882,2026-01-20,2026-01-20,1733,Electricity,0
CUSR-103882,2025-12-21,2025-12-25,2627,Electricity,4
CUSR-103882,2025-11-21,2025-11-22,2173,Electricity,1
CUSR-103883,2026-01-20,2026-01-23,2219,Electricity,3
CUSR-103883,2025-12-21,2025-12-22,1778,Electricity,1
CUSR-103883,2025-11-21,2025-11-22,2169,Electricity,1
CUSR-103884,2026-01-20,2026-01-20,2840,Electricity,0
CUSR-103884,2025-12-21,2025-12-23,2747,Electricity,2
CUSR-103884,2025-11-21,2025-11-22,1649,Electricity,1
CUSR-103885,2026-01-20,2026-01-24,1569,Electricity,4
CUSR-103885,2025-12-21,2025-12-21,2420,Electricity,0
CUSR-103885,2025-11-21,2025-11-25,1800,Electricity,4
CUSR-103886,2026-01-20,2026-02-02,943,Electricity,13
CUSR-103886,2025-12-21,2025-12-28,835,Electricity,7
CUSR-103886,2025-11-21,2025-12-08,1212,Electricity,17
CUSR-103887,2026-01-20,2026-01-24,2871,Electricity,4
CUSR-103887,2025-12-21,2025-12-24,1283,Electricity,3
CUSR-103887,2025-11-21,2025-11-25,940,Electricity,4
CUSR-103888,2026-01-20,2026-01-26,2512,Electricity,6
CUSR-103888,2025-12-21,2025-12-28,1590,Electricity,7
CUSR-103888,2025-11-21,2025-12-10,1857,Electricity,19
CUSR-103889,2026-01-20,2026-01-30,2793,Electricity,10
CUSR-103889,2025-12-21,2025-12-30,1100,Electricity,9
CUSR-103889,2025-11-21,2025-12-06,941,Electricity,15
CUSR-103890,2026-01-20,2026-02-02,2547,Electricity,13
CUSR-103890,2025-12-21,2025-12-26,2842,Electricity,5
CUSR-103890,2025-11-21,2025-12-10,1247,Electricity,19
CUSR-103891,2026-01-20,2026-01-21,1027,Electricity,1
CUSR-103891,2025-12-21,2025-12-22,974,Electricity,1
CUSR-103891,2025-11-21,2025-11-22,1321,Electricity,1
CUSR-103892,2026-01-20,2026-01-24,1714,Electricity,4
CUSR-103892,2025-12-21,2025-12-22,1169,Electricity,1
CUSR-103892,2025-11-21,2025-11-24,1331,Electricity,3
CUSR-103893,2026-01-20,2026-01-24,1096,Electricity,4
CUSR-103893,2025-12-21,2025-12-23,2652,Electricity,2
CUSR-103893,2025-11-21,2025-11-21,2683,Electricity,0
CUSR-103894,2026-01-20,2026-01-24,1979,Electricity,4
CUSR-103894,2025-12-21,2025-12-24,1502,Electricity,3
CUSR-103894,2025-11-21,2025-11-25,1657,Electricity,4
CUSR-103895,2026-01-20,2026-01-22,2053,Electricity,2
CUSR-103895,2025-12-21,2025-12-25,1946,Electricity,4
CUSR-103895,2025-11-21,2025-11-24,899,Electricity,3
CUSR-103896,2026-01-20,2026-01-23,948,Electricity,3
CUSR-103896,2025-12-21,2025-12-23,2975,Electricity,2
CUSR-103896,2025-11-21,2025-11-23,2405,Electricity,2
CUSR-103897,2026-01-20,2026-01-24,1836,Electricity,4
CUSR-103897,2025-12-21,2025-12-21,1470,Electricity,0
CUSR-103897,2025-11-21,2025-11-23,2350,Electricity,2
CUSR-103898,2026-01-20,2026-01-23,2115,Electricity,3
CUSR-103898,2025-12-21,2025-12-23,2601,Electricity,2
CUSR-103898,2025-11-21,2025-11-21,1661,Electricity,0
CUSR-103899,2026-01-20,2026-01-23,1205,Electricity,3
CUSR-103899,2025-12-21,2025-12-23,1502,Electricity,2
